[Network]
Network Settings
RECORDNAME,DATA
UTDFVERSION,8
Metric,0
yellowTime,4.0
allRedTime,1.0
Walk,7.0
DontWalk,11.0
HV,0.02
PHF,0.92
DefWidth,12
DefFlow,1900
vehLength,25
heavyvehlength,45
criticalgap,4.5
followuptime,2.5
stopthresholdspeed,5.0
criticalmergegap,3.7
growth,1.00
PedSpeed,4.0
LostTimeAdjust,0.0
ScenarioDate,07/21/2022
ScenarioTime,10:45 am

[Nodes]
Node Data
INTID,TYPE,X,Y,Z,DESCRIPTION,CBD,Inside Radius,Outside Radius,Roundabout Lanes,Circle Speed
Alignment,8382,,0,,1,,,,,,0,1,,3,,0,0,,,,,,,,,
Enter Blocked,8382,,0,,0,,,,,,0,0,,0,,0,0,,,,,,,,,
HeadwayFact,8382,,1.00,,1.00,,,,,,1.00,1.00,,1.00,,1.00,1.00,,,,,,,,,
Turning Speed,8382,,15,,9,,,,,,60,9,,9,,15,60,,,,,,,,,
FirstDetect,8382,,50,,,,,,,,0,,,,,50,0,,,,,,,,,
LastDetect,8382,,0,,,,,,,,0,,,,,0,0,,,,,,,,,
DetectPhase1,8382,,8,,,,,,,,2,,,,,6,6,,,,,,,,,
DetectPhase2,8382,,0,,,,,,,,0,,,,,0,0,,,,,,,,,
DetectPhase3,8382,,0,,,,,,,,0,,,,,0,0,,,,,,,,,
DetectPhase4,8382,,0,,,,,,,,0,,,,,0,0,,,,,,,,,
SwitchPhase,8382,,0,,,,,,,,0,,,,,0,0,,,,,,,,,
numDetects,8382,,1,,,,,,,,0,,,,,1,0,,,,,,,,,
DetectPos1,8382,,0,,,,,,,,,,,,,0,,,,,,,,,,
DetectSize1,8382,,50,,,,,,,,,,,,,50,,,,,,,,,,
DetectType1,8382,,3,,,,,,,,,,,,,3,,,,,,,,,,
DetectExtend1,8382,,0,,,,,,,,,,,,,0,,,,,,,,,,
DetectQueue1,8382,,0,,,,,,,,,,,,,0,,,,,,,,,,
DetectDelay1,8382,,0,,,,,,,,,,,,,0,,,,,,,,,,
Exit Lanes,8382,,0,,,,,,,,0,,,,,,0,,,,,,,,,
CBD,8382,,0,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,8382,,116,,0,,,,,,885,0,,0,,0,703,,,,,,,,,

[Timeplans]
Timing Plan Settings
RECORDNAME,INTID,DATA
Control Type,27,3
Cycle Length,27,90.0
Lock Timings,27,0
Referenced To,27,1
Reference Phase,27,206
Offset,27,84.0
Master,27,0
Yield,27,0
Node 0,27,27
Node 1,27,0
Control Type,28,3
Cycle Length,28,90.0
Lock Timings,28,0
Referenced To,28,1
Reference Phase,28,2
Offset,28,82.0
Master,28,0
Yield,28,0
Node 0,28,28
Node 1,28,0
Control Type,30,3
Cycle Length,30,60.0
Lock Timings,30,1
Referenced To,30,4
Reference Phase,30,2
Offset,30,19.0
Master,30,0
Yield,30,0
Node 0,30,30
Node 1,30,0
Control Type,53,3
Cycle Length,53,90.0
Lock Timings,53,0
Referenced To,53,1
Reference Phase,53,407
Offset,53,25.0
Master,53,0
Yield,53,0
Node 0,53,53
Node 1,53,0
Control Type,73,3
Cycle Length,73,90.0
Lock Timings,73,0
Referenced To,73,4
Reference Phase,73,408
Offset,73,62.0
Master,73,0
Yield,73,0
Node 0,73,73
Node 1,73,0
Control Type,74,3
Cycle Length,74,90.0
Lock Timings,74,0
Referenced To,74,4
Reference Phase,74,408
Offset,74,73.0
Master,74,0
Yield,74,0
Node 0,74,74
Node 1,74,0
Control Type,75,3
Cycle Length,75,90.0
Lock Timings,75,0
Referenced To,75,1
Reference Phase,75,408
Offset,75,22.0
Master,75,0
Yield,75,0
Node 0,75,75
Node 1,75,0
Control Type,76,3
Cycle Length,76,90.0
Lock Timings,76,0
Referenced To,76,1
Reference Phase,76,408
Offset,76,30.0
Master,76,0
Yield,76,0
Node 0,76,76
Node 1,76,0
Control Type,77,3
Cycle Length,77,90.0
Lock Timings,77,1
Referenced To,77,1
Reference Phase,77,408
Offset,77,71.0
Master,77,0
Yield,77,0
Node 0,77,77
Node 1,77,0
Control Type,79,0
Cycle Length,79,60.0
Lock Timings,79,1
Referenced To,79,1
Reference Phase,79,6
Offset,79,51.0
Master,79,0
Yield,79,0
Node 0,79,79
Node 1,79,0
Control Type,80,0
Cycle Length,80,60.0
Lock Timings,80,1
Referenced To,80,1
Reference Phase,80,2
Offset,80,4.0
Master,80,0
Yield,80,0
Node 0,80,80
Node 1,80,0
Control Type,81,0
Cycle Length,81,60.0
Lock Timings,81,1
Referenced To,81,4
Reference Phase,81,6
Offset,81,3.0
Master,81,0
Yield,81,0
Node 0,81,81
Node 1,81,0
Control Type,82,3
Cycle Length,82,60.0
Lock Timings,82,1
Referenced To,82,1
Reference Phase,82,2
Offset,82,33.0
Master,82,0
Yield,82,0
Node 0,82,82
Node 1,82,0
Control Type,279,3
Cycle Length,279,90.0
Lock Timings,279,0
Referenced To,279,1
Reference Phase,279,206
Offset,279,79.0
Master,279,0
Yield,279,0
Node 0,279,279
Node 1,279,0
Control Type,280,3
Cycle Length,280,60.0
Lock Timings,280,0
Referenced To,280,1
Reference Phase,280,206
Offset,280,38.0
Master,280,0
Yield,280,0
Node 0,280,280
Node 1,280,0
Control Type,283,3
Cycle Length,283,60.0
Lock Timings,283,0
Referenced To,283,4
Reference Phase,283,2
Offset,283,17.0
Master,283,0
Yield,283,0
Node 0,283,283
Node 1,283,0
Control Type,289,3
Cycle Length,289,90.0
Lock Timings,289,0
Referenced To,289,1
Reference Phase,289,206
Offset,289,67.0
Master,289,0
Yield,289,0
Node 0,289,289
Node 1,289,0
Control Type,291,0
Cycle Length,291,60.0
Lock Timings,291,0
Referenced To,291,1
Reference Phase,291,206
Offset,291,50.0
Master,291,0
Yield,291,0
Node 0,291,291
Node 1,291,0
Control Type,300,3
Cycle Length,300,90.0
Lock Timings,300,0
Referenced To,300,1
Reference Phase,300,206
Offset,300,33.0
Master,300,0
Yield,300,0
Node 0,300,300
Node 1,300,0
Control Type,306,3
Cycle Length,306,90.0
Lock Timings,306,0
Referenced To,306,1
Reference Phase,306,206
Offset,306,8.0
Master,306,0
Yield,306,0
Node 0,306,306
Node 1,306,0
Control Type,307,0
Cycle Length,307,60.0
Lock Timings,307,0
Referenced To,307,1
Reference Phase,307,206
Offset,307,53.0
Master,307,0
Yield,307,0
Node 0,307,307
Node 1,307,0
Control Type,309,0
Cycle Length,309,60.0
Lock Timings,309,0
Referenced To,309,1
Reference Phase,309,2
Offset,309,1.0
Master,309,0
Yield,309,0
Node 0,309,309
Node 1,309,0
Control Type,319,3
Cycle Length,319,60.0
Lock Timings,319,0
Referenced To,319,4
Reference Phase,319,408
Offset,319,1.0
Master,319,0
Yield,319,0
Node 0,319,319
Node 1,319,0
Control Type,320,3
Cycle Length,320,90.0
Lock Timings,320,0
Referenced To,320,1
Reference Phase,320,206
Offset,320,9.0
Master,320,0
Yield,320,0
Node 0,320,320
Node 1,320,0
Control Type,321,3
Cycle Length,321,60.0
Lock Timings,321,0
Referenced To,321,4
Reference Phase,321,408
Offset,321,1.0
Master,321,0
Yield,321,0
Node 0,321,321
Node 1,321,0
Control Type,323,0
Cycle Length,323,60.0
Lock Timings,323,0
Referenced To,323,1
Reference Phase,323,408
Offset,323,18.0
Master,323,0
Yield,323,0
Node 0,323,323
Node 1,323,0
Control Type,326,0
Cycle Length,326,60.0
Lock Timings,326,0
Referenced To,326,1
Reference Phase,326,408
Offset,326,18.0
Master,326,0
Yield,326,0
Node 0,326,326
Node 1,326,0
Control Type,330,3
Cycle Length,330,90.0
Lock Timings,330,1
Referenced To,330,1
Reference Phase,330,206
Offset,330,32.0
Master,330,0
Yield,330,0
Node 0,330,330
Node 1,330,0
Control Type,339,3
Cycle Length,339,90.0
Lock Timings,339,0
Referenced To,339,1
Reference Phase,339,206
Offset,339,89.0
Master,339,0
Yield,339,0
Node 0,339,339
Node 1,339,0
Control Type,340,3
Cycle Length,340,90.0
Lock Timings,340,0
Referenced To,340,1
Reference Phase,340,206
Offset,340,8.0
Master,340,0
Yield,340,0
Node 0,340,340
Node 1,340,0
Control Type,344,3
Cycle Length,344,90.0
Lock Timings,344,0
Referenced To,344,1
Reference Phase,344,206
Offset,344,65.0
Master,344,0
Yield,344,0
Node 0,344,344
Node 1,344,0
Control Type,353,3
Cycle Length,353,90.0
Lock Timings,353,1
Referenced To,353,1
Reference Phase,353,2
Offset,353,71.0
Master,353,0
Yield,353,0
Node 0,353,353
Node 1,353,0
Control Type,355,3
Cycle Length,355,90.0
Lock Timings,355,0
Referenced To,355,1
Reference Phase,355,206
Offset,355,43.0
Master,355,0
Yield,355,0
Node 0,355,355
Node 1,355,0
Control Type,360,2
Cycle Length,360,70.0
Lock Timings,360,1
Referenced To,360,4
Reference Phase,360,2
Offset,360,10.0
Master,360,0
Yield,360,0
Node 0,360,360
Node 1,360,0
Control Type,361,3
Cycle Length,361,90.0
Lock Timings,361,0
Referenced To,361,1
Reference Phase,361,206
Offset,361,15.0
Master,361,0
Yield,361,0
Node 0,361,361
Node 1,361,0
Control Type,362,3
Cycle Length,362,60.0
Lock Timings,362,0
Referenced To,362,1
Reference Phase,362,2
Offset,362,32.0
Master,362,0
Yield,362,0
Node 0,362,362
Node 1,362,0
Control Type,366,3
Cycle Length,366,60.0
Lock Timings,366,1
Referenced To,366,4
Reference Phase,366,206
Offset,366,3.0
Master,366,0
Yield,366,0
Node 0,366,366
Node 1,366,0
Control Type,369,3
Cycle Length,369,60.0
Lock Timings,369,1
Referenced To,369,4
Reference Phase,369,206
Offset,369,0.0
Master,369,0
Yield,369,0
Node 0,369,369
Node 1,369,0
Control Type,371,1
Cycle Length,371,70.0
Lock Timings,371,1
Referenced To,371,4
Reference Phase,371,0
Offset,371,40.0
Master,371,0
Yield,371,0
Node 0,371,371
Node 1,371,0
Control Type,372,3
Cycle Length,372,60.0
Lock Timings,372,1
Referenced To,372,4
Reference Phase,372,0
Offset,372,0.0
Master,372,0
Yield,372,0
Node 0,372,372
Node 1,372,0
Control Type,376,2
Cycle Length,376,70.0
Lock Timings,376,1
Referenced To,376,4
Reference Phase,376,2
Offset,376,10.0
Master,376,0
Yield,376,0
Node 0,376,376
Node 1,376,0
Control Type,378,3
Cycle Length,378,90.0
Lock Timings,378,0
Referenced To,378,1
Reference Phase,378,206
Offset,378,88.0
Master,378,0
Yield,378,0
Node 0,378,378
Node 1,378,0
Control Type,379,3
Cycle Length,379,60.0
Lock Timings,379,0
Referenced To,379,1
Reference Phase,379,2
Offset,379,2.0
Master,379,0
Yield,379,0
Node 0,379,379
Node 1,379,0
Control Type,381,3
Cycle Length,381,60.0
Lock Timings,381,1
Referenced To,381,4
Reference Phase,381,206
Offset,381,0.0
Master,381,0
Yield,381,0
Node 0,381,381
Node 1,381,0
Control Type,382,3
Cycle Length,382,60.0
Lock Timings,382,1
Referenced To,382,4
Reference Phase,382,206
Offset,382,25.0
Master,382,0
Yield,382,0
Node 0,382,382
Node 1,382,8382
Node 2,382,0
Control Type,388,3
Cycle Length,388,60.0
Lock Timings,388,1
Referenced To,388,4
Reference Phase,388,2
Offset,388,25.0
Master,388,0
Yield,388,0
Node 0,388,388
Node 1,388,0
Control Type,401,3
Cycle Length,401,90.0
Lock Timings,401,0
Referenced To,401,1
Reference Phase,401,206
Offset,401,66.0
Master,401,0
Yield,401,0
Node 0,401,401
Node 1,401,0
Control Type,421,3
Cycle Length,421,90.0
Lock Timings,421,0
Referenced To,421,1
Reference Phase,421,206
Offset,421,55.0
Master,421,0
Yield,421,0
Node 0,421,421
Node 1,421,0
Control Type,428,3
Cycle Length,428,90.0
Lock Timings,428,0
Referenced To,428,1
Reference Phase,428,206
Offset,428,34.0
Master,428,0
Yield,428,0
Node 0,428,428
Node 1,428,0
Control Type,432,3
Cycle Length,432,90.0
Lock Timings,432,0
Referenced To,432,1
Reference Phase,432,206
Offset,432,31.0
Master,432,0
Yield,432,0
Node 0,432,432
Node 1,432,0
Control Type,437,3
Cycle Length,437,120.0
Lock Timings,437,1
Referenced To,437,1
Reference Phase,437,206
Offset,437,93.0
Master,437,0
Yield,437,0
Node 0,437,437
Node 1,437,0
Control Type,443,3
Cycle Length,443,120.0
Lock Timings,443,1
Referenced To,443,1
Reference Phase,443,206
Offset,443,45.0
Master,443,0
Yield,443,0
Node 0,443,443
Node 1,443,0
Control Type,602,0
Cycle Length,602,60.0
Lock Timings,602,0
Referenced To,602,1
Reference Phase,602,206
Offset,602,7.0
Master,602,0
Yield,602,0
Node 0,602,602
Node 1,602,0
Control Type,1102,3
Cycle Length,1102,60.0
Lock Timings,1102,0
Referenced To,1102,1
Reference Phase,1102,206
Offset,1102,51.0
Master,1102,0
Yield,1102,0
Node 0,1102,1102
Node 1,1102,0
Control Type,1103,3
Cycle Length,1103,60.0
Lock Timings,1103,0
Referenced To,1103,1
Reference Phase,1103,206
Offset,1103,28.0
Master,1103,0
Yield,1103,0
Node 0,1103,1103
Node 1,1103,0
Control Type,1155,3
Cycle Length,1155,90.0
Lock Timings,1155,1
Referenced To,1155,4
Reference Phase,1155,206
Offset,1155,32.0
Master,1155,0
Yield,1155,0
Node 0,1155,1155
Node 1,1155,0
Control Type,1177,0
Cycle Length,1177,60.0
Lock Timings,1177,0
Referenced To,1177,1
Reference Phase,1177,206
Offset,1177,25.0
Master,1177,0
Yield,1177,0
Node 0,1177,1177
Node 1,1177,0
Control Type,1220,3
Cycle Length,1220,90.0
Lock Timings,1220,0
Referenced To,1220,1
Reference Phase,1220,206
Offset,1220,84.0
Master,1220,0
Yield,1220,0
Node 0,1220,1220
Node 1,1220,0

[Phases]
Phasing Data
RECORDNAME,INTID,D1,D2,D3,D4,D5,D6,D7,D8
BRP,27,111,112,211,212,121,122,221,222
MinGreen,27,,20,,10,,20,,10
MaxGreen,27,,52.6,,26.9,,52.6,,26.9
VehExt,27,,3,,1.6,,3,,1.6
TimeBeforeReduce,27,,0,,0,,0,,0
TimeToReduce,27,,0,,0,,0,,0
MinGap,27,,3,,1.6,,3,,1.6
Yellow,27,,4,,3.7,,4.6,,3.7
AllRed,27,,1.4,,1.4,,0.8,,1.4
Recall,27,,3,,1,,3,,1
Walk,27,,10,,,,10,,7
DontWalk,27,,19,,,,19,,12
PedCalls,27,,0,,,,0,,0
MinSplit,27,,35,,16,,35,,16
DualEntry,27,,1,,1,,1,,1
InhibitMax,27,,1,,1,,1,,1
Start,27,,31.4,,89.4,,31.4,,89.4
End,27,,89.4,,31.4,,89.4,,31.4
Yield,27,,84,,26.3,,84,,26.3
Yield170,27,,65,,26.3,,65,,26.3
LocalStart,27,,37.4,,5.4,,37.4,,5.4
LocalYield,27,,0,,32.3,,0,,32.3
LocalYield170,27,,71,,32.3,,71,,32.3
ActGreen,27,,59.3,,20.2,,59.3,,20.2
BRP,28,111,112,211,212,121,122,221,222
MinGreen,28,,20,,10,,,,10
MaxGreen,28,,46,,32.6,,,,32.6
VehExt,28,,1.6,,1.6,,,,1.6
TimeBeforeReduce,28,,0,,0,,,,0
TimeToReduce,28,,0,,0,,,,0
MinGap,28,,1.6,,1.6,,,,1.6
Yellow,28,,4.8,,3.9,,,,3.9
AllRed,28,,2.2,,0.5,,,,0.5
Recall,28,,3,,1,,,,1
Walk,28,,11,,,,,,10
DontWalk,28,,25,,,,,,10
PedCalls,28,,0,,,,,,0
MinSplit,28,,43,,15,,,,15
DualEntry,28,,1,,1,,,,1
InhibitMax,28,,1,,1,,,,1
Start,28,,36,,89,,,,89
End,28,,89,,36,,,,36
Yield,28,,82,,31.6,,,,31.6
Yield170,28,,57,,31.6,,,,31.6
LocalStart,28,,44,,7,,,,7
LocalYield,28,,0,,39.6,,,,39.6
LocalYield170,28,,65,,39.6,,,,39.6
ActGreen,28,,65.5,,13.1,,,,13.1
BRP,30,111,112,211,212,121,122,221,222
MinGreen,30,,10,,7,,,,
MaxGreen,30,,30,,20,,,,
VehExt,30,,3,,3,,,,
TimeBeforeReduce,30,,0,,0,,,,
TimeToReduce,30,,0,,0,,,,
MinGap,30,,3,,3,,,,
Yellow,30,,4,,4,,,,
AllRed,30,,1,,1,,,,
Recall,30,,3,,2,,,,
Walk,30,,7,,7,,,,
DontWalk,30,,11,,11,,,,
PedCalls,30,,0,,0,,,,
MinSplit,30,,23,,23,,,,
DualEntry,30,,1,,1,,,,
InhibitMax,30,,1,,1,,,,
Start,30,,0,,35,,,,
End,30,,35,,0,,,,
Yield,30,,30,,55,,,,
Yield170,30,,19,,44,,,,
LocalStart,30,,41,,16,,,,
LocalYield,30,,11,,36,,,,
LocalYield170,30,,0,,25,,,,
ActGreen,30,,32,,18,,,,
BRP,53,111,112,211,212,121,122,222,221
MinGreen,53,5,8,5,10,,10,5,10
MaxGreen,53,8,13,7,35,,27,29,13
VehExt,53,3,3,3,3,,3,3,3
TimeBeforeReduce,53,0,0,0,0,,0,0,0
TimeToReduce,53,0,0,0,0,,0,0,0
MinGap,53,3,3,3,3,,3,3,3
Yellow,53,3.4,4.4,3,4.2,,4.4,3.3,3.8
AllRed,53,2.6,2.6,4,2.8,,2.6,3.7,3.2
Recall,53,0,0,0,3,,0,3,0
Walk,53,,19,,,,19,7,7
DontWalk,53,,7,,,,7,6,6
PedCalls,53,,0,,,,0,0,0
MinSplit,53,13,17,14,18,,17,20,17
DualEntry,53,0,1,1,1,,1,0,1
InhibitMax,53,1,1,1,1,,1,1,1
Start,53,32,46,66,80,,32,86,66
End,53,46,66,80,32,,66,32,86
Yield,53,40,59,73,25,,59,25,79
Yield170,53,40,59,73,25,,59,19,79
LocalStart,53,7,21,41,55,,7,61,41
LocalYield,53,15,34,48,0,,34,0,54
LocalYield170,53,15,34,48,0,,34,84,54
ActGreen,53,7.9,12.5,2.8,39.8,,26.4,29.9,12.7
BRP,73,111,112,211,212,121,122,221,222
MinGreen,73,,10,,20,,10,,20
MaxGreen,73,,25,,54,,25,,54
VehExt,73,,3,,3,,3,,3
TimeBeforeReduce,73,,0,,0,,0,,0
TimeToReduce,73,,0,,0,,0,,0
MinGap,73,,3,,3,,3,,3
Yellow,73,,4.7,,4.2,,4.7,,4.2
AllRed,73,,1.3,,0.8,,1.3,,0.8
Recall,73,,0,,3,,0,,3
Walk,73,,9,,7,,9,,7
DontWalk,73,,16,,12,,16,,12
PedCalls,73,,0,,0,,0,,0
MinSplit,73,,16,,25,,16,,25
DualEntry,73,,1,,1,,1,,1
InhibitMax,73,,1,,1,,1,,1
Start,73,,79,,20,,79,,20
End,73,,20,,79,,20,,79
Yield,73,,14,,74,,14,,74
Yield170,73,,14,,62,,14,,62
LocalStart,73,,17,,48,,17,,48
LocalYield,73,,42,,12,,42,,12
LocalYield170,73,,42,,0,,42,,0
ActGreen,73,,12.9,,66.1,,12.9,,66.1
BRP,74,111,112,211,212,121,122,221,222
MinGreen,74,,8,,20,,8,,20
MaxGreen,74,,21,,59,,21,,59
VehExt,74,,3,,3,,3,,3
TimeBeforeReduce,74,,0,,0,,0,,0
TimeToReduce,74,,0,,0,,0,,0
MinGap,74,,3,,3,,3,,3
Yellow,74,,3.9,,4.1,,3.9,,4.1
AllRed,74,,1.1,,0.9,,1.1,,0.9
Recall,74,,0,,3,,0,,3
Walk,74,,8,,7,,8,,7
DontWalk,74,,13,,5,,13,,5
PedCalls,74,,0,,0,,0,,0
MinSplit,74,,13,,25,,13,,25
DualEntry,74,,1,,1,,1,,1
InhibitMax,74,,1,,1,,1,,1
Start,74,,83,,19,,83,,19
End,74,,19,,83,,19,,83
Yield,74,,14,,78,,14,,78
Yield170,74,,14,,73,,14,,73
LocalStart,74,,10,,36,,10,,36
LocalYield,74,,31,,5,,31,,5
LocalYield170,74,,31,,0,,31,,0
ActGreen,74,,11.1,,68.9,,11.1,,68.9
BRP,75,111,112,211,212,121,122,222,221
MinGreen,75,,8,,20,,8,5,20
MaxGreen,75,,23.4,,55.4,,23.4,14.5,35.4
VehExt,75,,1.4,,1.4,,1.4,0.7,1.4
TimeBeforeReduce,75,,0,,0,,0,0,0
TimeToReduce,75,,0,,0,,0,0,0
MinGap,75,,1.4,,1.4,,1.4,0.7,1.4
Yellow,75,,4.2,,4.2,,4.2,3.3,4.2
AllRed,75,,1.4,,1.4,,1.4,2.2,1.4
Recall,75,,0,,3,,0,0,3
Walk,75,,,,7,,10,,7
DontWalk,75,,,,20,,13,,20
PedCalls,75,,,,0,,0,,0
MinSplit,75,,14,,33,,14,13,33
DualEntry,75,,1,,1,,1,0,1
InhibitMax,75,,1,,1,,1,1,1
Start,75,,47.6,,76.6,,47.6,27.6,76.6
End,75,,76.6,,47.6,,76.6,47.6,27.6
Yield,75,,71,,42,,71,42.1,22
Yield170,75,,71,,22,,71,42.1,2
LocalStart,75,,25.6,,54.6,,25.6,5.6,54.6
LocalYield,75,,49,,20,,49,20.1,0
LocalYield170,75,,49,,0,,49,20.1,70
ActGreen,75,,7.4,,71.4,,7.4,14.5,51.4
BRP,76,111,112,211,212,121,122,221,222
MinGreen,76,,10,,20,,10,5,20
MaxGreen,76,,32.7,,46.9,,32.7,11.9,29.9
VehExt,76,,1.8,,1.8,,1.8,0.7,1.8
TimeBeforeReduce,76,,0,,0,,0,0,0
TimeToReduce,76,,0,,0,,0,0,0
MinGap,76,,1.8,,1.8,,1.8,0.7,1.8
Yellow,76,,4.3,,4.1,,4.3,3.2,4.1
AllRed,76,,1,,1,,1,1.9,1
Recall,76,,0,,3,,0,0,3
Walk,76,,14,,7,,14,,7
DontWalk,76,,18,,20,,18,,20
PedCalls,76,,0,,0,,0,,0
MinSplit,76,,16,,33,,16,13,33
DualEntry,76,,1,,1,,1,0,1
InhibitMax,76,,1,,1,,1,1,1
Start,76,,35.1,,73.1,,35.1,73.1,0.1
End,76,,73.1,,35.1,,73.1,0.1,35.1
Yield,76,,67.8,,30,,67.8,85,30
Yield170,76,,67.8,,10,,67.8,85,10
LocalStart,76,,5.1,,43.1,,5.1,43.1,60.1
LocalYield,76,,37.8,,0,,37.8,55,0
LocalYield170,76,,37.8,,70,,37.8,55,70
ActGreen,76,,17.8,,61.8,,17.8,7.4,49.3
BRP,77,111,112,211,212,121,122,221,222
MinGreen,77,5,10,5,10,5,10,5,10
MaxGreen,77,9.5,19.5,7.5,31.5,12.5,16.5,10.5,28.5
VehExt,77,2,3,2,3,2,3,2,3
TimeBeforeReduce,77,0,0,0,0,0,0,0,0
TimeToReduce,77,0,0,0,0,0,0,0,0
MinGap,77,2,3,2,3,2,3,2,3
Yellow,77,3.5,4.5,3.5,4.5,3.5,4.5,3.5,4.5
AllRed,77,2,1,2,1,2,1,2,1
Recall,77,0,3,0,3,0,3,0,3
Walk,77,,4,,4,,4,,4
DontWalk,77,,24,,18,,24,,18
PedCalls,77,,0,,0,,0,,0
MinSplit,77,12.5,17,12.5,29,12.5,17,12.5,29
DualEntry,77,0,1,0,1,0,1,0,1
InhibitMax,77,1,1,1,1,1,1,1,1
Start,77,76.5,1.5,26.5,39.5,76.5,4.5,26.5,42.5
End,77,1.5,26.5,39.5,76.5,4.5,26.5,42.5,76.5
Yield,77,86,21,34,71,89,21,37,71
Yield170,77,86,87,34,53,89,87,37,53
LocalStart,77,5.5,20.5,45.5,58.5,5.5,23.5,45.5,61.5
LocalYield,77,15,40,53,0,18,40,56,0
LocalYield170,77,15,16,53,72,18,16,56,72
ActGreen,77,8.5,20.5,5.7,33.3,11.7,17.3,9.7,29.3
BRP,79,111,112,211,212,121,122,221,222
MinGreen,79,,,,10,,15,,
MaxGreen,79,,,,28.6,,22.1,,
VehExt,79,,,,3,,3,,
TimeBeforeReduce,79,,,,0,,0,,
TimeToReduce,79,,,,0,,0,,
MinGap,79,,,,3,,3,,
Yellow,79,,,,3.8,,4.4,,
AllRed,79,,,,0.6,,0.5,,
Recall,79,,,,3,,3,,
Walk,79,,,,7,,7,,
DontWalk,79,,,,20,,13,,
PedCalls,79,,,,0,,0,,
MinSplit,79,,,,32.5,,25.5,,
DualEntry,79,,,,1,,1,,
InhibitMax,79,,,,1,,1,,
Start,79,,,,55.9,,28.9,,
End,79,,,,28.9,,55.9,,
Yield,79,,,,24.5,,51,,
Yield170,79,,,,4.5,,38,,
LocalStart,79,,,,4.9,,37.9,,
LocalYield,79,,,,33.5,,0,,
LocalYield170,79,,,,13.5,,47,,
ActGreen,79,,,,28.6,,22.1,,
BRP,80,111,112,211,212,121,122,221,222
MinGreen,80,,15,,10,,,,
MaxGreen,80,,29.4,,22.7,,,,
VehExt,80,,3,,3,,,,
TimeBeforeReduce,80,,0,,0,,,,
TimeToReduce,80,,0,,0,,,,
MinGap,80,,3,,3,,,,
Yellow,80,,3,,3.1,,,,
AllRed,80,,0.6,,1.2,,,,
Recall,80,,3,,3,,,,
Walk,80,,7,,7,,,,
DontWalk,80,,10,,14,,,,
PedCalls,80,,0,,0,,,,
MinSplit,80,,23.5,,26,,,,
DualEntry,80,,1,,1,,,,
InhibitMax,80,,1,,1,,,,
Start,80,,34.6,,7.6,,,,
End,80,,7.6,,34.6,,,,
Yield,80,,4,,30.3,,,,
Yield170,80,,54,,16.3,,,,
LocalStart,80,,30.6,,3.6,,,,
LocalYield,80,,0,,26.3,,,,
LocalYield170,80,,50,,12.3,,,,
ActGreen,80,,29.4,,22.7,,,,
BRP,81,111,112,211,212,121,122,221,222
MinGreen,81,,15,,10,,15,,
MaxGreen,81,,25,,25,,25,,
VehExt,81,,3,,3,,3,,
TimeBeforeReduce,81,,0,,0,,0,,
TimeToReduce,81,,0,,0,,0,,
MinGap,81,,3,,3,,3,,
Yellow,81,,4,,4,,4,,
AllRed,81,,1,,1,,1,,
Recall,81,,3,,3,,3,,
Walk,81,,7,,9,,7,,
DontWalk,81,,13,,9,,13,,
PedCalls,81,,0,,0,,0,,
MinSplit,81,,25,,23,,25,,
DualEntry,81,,1,,1,,1,,
InhibitMax,81,,1,,1,,1,,
Start,81,,51,,21,,51,,
End,81,,21,,51,,21,,
Yield,81,,16,,46,,16,,
Yield170,81,,3,,37,,3,,
LocalStart,81,,48,,18,,48,,
LocalYield,81,,13,,43,,13,,
LocalYield170,81,,0,,34,,0,,
ActGreen,81,,25,,25,,25,,
BRP,82,111,112,212,211,121,122,221,222
MinGreen,82,,10,5,10,10,,,
MaxGreen,82,,18,7,19,18,,,
VehExt,82,,3,3,3,3,,,
TimeBeforeReduce,82,,0,0,0,0,,,
TimeToReduce,82,,0,0,0,0,,,
MinGap,82,,3,3,3,3,,,
Yellow,82,,4.2,3,3.2,4.2,,,
AllRed,82,,1.8,2,1.8,1.8,,,
Recall,82,,3,0,3,0,,,
Walk,82,,5,,5,9,,,
DontWalk,82,,13,,14,26,,,
PedCalls,82,,0,,0,0,,,
MinSplit,82,,24,12,24,16,,,
DualEntry,82,,1,1,1,0,,,
InhibitMax,82,,1,1,1,1,,,
Start,82,,15,3,39,15,,,
End,82,,39,15,3,39,,,
Yield,82,,33,10,58,33,,,
Yield170,82,,20,10,44,33,,,
LocalStart,82,,42,30,6,42,,,
LocalYield,82,,0,37,25,0,,,
LocalYield170,82,,47,37,11,0,,,
ActGreen,82,,19.4,5.6,19,19.4,,,
BRP,279,111,112,211,212,121,122,221,222
MinGreen,279,,20,,8,,20,,8
MaxGreen,279,,58.5,,22.3,,58.7,,22.3
VehExt,279,,3,,1.4,,3,,1.4
TimeBeforeReduce,279,,0,,0,,0,,0
TimeToReduce,279,,0,,0,,0,,0
MinGap,279,,3,,1.4,,3,,1.4
Yellow,279,,4,,3.4,,3.5,,3.4
AllRed,279,,0.5,,1.3,,0.8,,1.3
Recall,279,,3,,0,,3,,0
Walk,279,,7,,8,,7,,8
DontWalk,279,,9,,14,,9,,14
PedCalls,279,,0,,0,,0,,0
MinSplit,279,,25,,27,,25,,27
